date,fluxobsflux,fluxadjflux,fluxursi
2022-04-22,163.26666666666665,164.9333333333333,148.46666666666667
2022-04-23,158.73333333333335,160.46666666666667,144.43333333333334
2022-04-24,159.96666666666667,161.76666666666668,145.63333333333333
2022-04-25,158.33333333333334,160.23333333333335,144.23333333333332
2022-04-26,149.53333333333333,151.4,136.26666666666668
2022-04-27,142.86666666666667,144.73333333333335,130.23333333333332
2022-04-28,132.26666666666668,134.1,120.66666666666667
2022-04-29,122.76666666666667,124.53333333333335,112.06666666666666
2022-04-30,117.23333333333333,119.0,107.06666666666666
2022-05-01,109.60000000000001,111.26666666666667,100.13333333333333
2022-05-02,110.40000000000002,112.13333333333333,100.89999999999999
2022-05-03,114.63333333333333,116.5,104.86666666666667
2022-05-04,126.83333333333333,128.93333333333334,116.06666666666666
2022-05-05,119.10000000000001,121.16666666666667,109.03333333333335
2022-05-06,118.83333333333333,120.93333333333334,108.86666666666667
2022-05-07,116.63333333333333,118.76666666666667,106.86666666666667
2022-05-08,118.10000000000001,120.3,108.26666666666667
2022-05-09,115.46666666666665,117.7,105.89999999999999
2022-05-10,117.33333333333333,119.66666666666667,107.7
2022-05-11,128.93333333333334,131.53333333333333,118.43333333333334
2022-05-12,132.5,135.16666666666666,121.7
2022-05-13,149.06666666666666,152.16666666666666,136.96666666666667
2022-05-14,153.1,156.36666666666667,140.73333333333335
2022-05-15,152.76666666666665,156.0666666666667,140.46666666666667
2022-05-16,162.26666666666665,165.9,149.29999999999998
2022-05-17,171.9333333333333,175.86666666666667,158.23333333333332
2022-05-18,180.16666666666666,184.33333333333334,165.9
2022-05-19,172.66666666666666,176.73333333333335,159.0666666666667
2022-05-20,167.63333333333333,171.66666666666666,154.5
2022-05-21,166.86666666666665,170.9666666666667,153.83333333333334
2022-05-22,164.70000000000002,168.76666666666668,151.86666666666667
2022-05-23,160.70000000000002,164.76666666666665,148.26666666666668
2022-05-24,147.93333333333334,151.66666666666666,136.53333333333333
2022-05-25,135.20000000000002,138.70000000000002,124.86666666666667
2022-05-26,123.7,126.96666666666665,114.26666666666667
2022-05-27,113.8,116.83333333333333,105.13333333333333
2022-05-28,102.93333333333334,105.7,95.13333333333333
2022-05-29,99.86666666666667,102.60000000000001,92.36666666666667
2022-05-30,100.7,103.46666666666665,93.10000000000001
2022-05-31,98.93333333333334,101.66666666666667,91.5
2022-06-01,103.03333333333335,105.96666666666665,95.36666666666667
2022-06-02,101.10000000000001,104.0,93.63333333333333
2022-06-03,101.03333333333335,103.93333333333332,93.53333333333335
2022-06-04,100.16666666666667,103.10000000000001,92.8
2022-06-05,97.46666666666665,100.33333333333333,90.33333333333333
2022-06-06,97.10000000000001,100.03333333333335,90.03333333333335
2022-06-07,99.60000000000001,102.60000000000001,92.33333333333333
2022-06-08,100.66666666666667,103.7,93.33333333333333
2022-06-09,108.7,112.0,100.8
2022-06-10,110.56666666666666,113.96666666666665,102.56666666666666
